loan_amount,interest_rate,income,employment_years,credit_score,age,existing_debt,loan_term,default
20456,17.98494213208669,186391,8,808,39,33646,48,1
26582,19.125813124398746,140334,12,799,33,41553,12,1
1406,21.74209931158181,177615,8,570,34,45698,36,1
14689,29.034561753592882,138576,30,739,27,39040,24,1
33934,20.06674902361263,137419,24,590,29,29472,24,0
34276,18.986881486408656,181545,7,338,36,45510,24,0
37432,5.363353381649767,27699,30,323,57,17993,12,1
20873,7.023742550558902,88165,30,342,40,6714,12,0
14050,19.429290665599908,191527,16,469,57,29767,24,1
1680,28.40600969518008,95692,18,639,27,37877,48,0
19908,26.667283709984876,37441,2,468,27,18832,12,1
19504,29.564473074805115,50716,29,837,67,12749,12,0
22644,18.19585093903185,82175,9,771,27,15888,48,0
38125,24.698273460944172,26834,28,442,56,34904,36,1
2363,26.01000828723351,38179,39,400,47,16020,12,1
43291,21.200791433271544,46219,17,774,21,39734,24,1
36060,13.468747605362681,123153,11,610,18,34821,24,0
2538,16.74946086644486,166854,22,359,60,7763,48,0
37176,26.447926806089193,94967,10,328,36,46000,24,1
42520,12.463698149554098,122454,8,830,22,32851,60,0
26675,28.093578281666215,29496,23,372,47,16025,24,1
19287,10.745158535566627,190310,24,693,43,26015,48,0
1174,23.737910378919516,66025,24,693,57,15431,48,1
27732,20.763980858643457,79886,8,780,51,19052,48,0
35998,23.739986028019057,174635,11,772,19,37999,60,1
38055,15.93368931081487,23712,10,612,41,43179,12,1
13112,28.316026563849615,114067,37,737,31,41658,36,1
40874,20.811805060286936,65489,27,623,58,30992,24,1
10689,12.207395113856407,52664,7,386,59,45585,12,1
45814,20.961376766303594,163492,9,658,30,42058,48,1
20555,12.17039368017578,25315,24,496,46,6572,12,0
34919,12.340809793996854,95033,35,684,18,35662,12,1
8619,14.989962790521698,137862,8,417,63,36185,60,1
7033,26.310760439227973,99030,7,797,51,16632,48,0
42328,17.5074468598498,83910,2,761,21,7810,48,0
5946,21.972521055755184,141075,17,795,45,12674,24,0
25618,14.799193506861576,75919,34,546,36,42917,24,0
35675,11.590135995172037,155204,16,533,18,7880,24,1
37258,28.866004017905784,147153,35,716,53,12650,24,1
19919,20.089531178076566,61598,27,766,60,34883,12,0
5173,28.34878346456796,171623,14,781,30,39349,12,0
44833,10.085325054957876,88206,18,664,67,38419,24,1
27400,8.67235409782332,94900,21,452,59,1806,24,0
5769,26.39557267809759,46296,5,571,22,40068,24,0
38564,22.022930315431285,169138,6,691,50,24871,36,0
46814,9.664462481341033,179964,8,846,31,42951,24,1
15211,11.733992516588444,95577,19,729,33,48991,36,1
24255,25.01659853813278,97173,36,488,49,47136,24,1
28962,16.3467154998984,84771,10,551,67,5493,48,1
20356,21.76351266265227,178556,1,694,44,32548,60,1
21306,12.958800553400273,97865,21,518,52,4650,12,0
5997,14.530748819371917,119074,35,489,20,44835,48,0
18376,29.767813965577627,178187,4,533,21,16225,60,0
41880,11.190427179367964,177110,6,531,24,45360,36,1
39055,17.66140942591285,56622,5,657,30,792,12,0
11578,26.110058579763304,55886,21,777,58,29803,36,0
19624,10.98058034164645,160973,9,728,20,33857,36,0
40194,15.380343917108267,76377,39,536,34,20881,12,0
45367,20.377282184249708,102910,19,332,64,33557,60,1
1389,17.029703786877562,138992,27,512,27,4194,12,0
34767,16.487556664257937,183878,22,678,64,12558,24,0
46580,14.06274328305309,168731,34,301,18,26374,36,0
49367,19.666158194373125,174525,0,749,45,20841,24,1
2855,20.60931744809026,181570,28,726,27,13475,12,0
41893,21.332238522534066,36312,8,578,24,6671,12,1
14794,6.759202697650733,21436,8,513,56,31764,60,1
36531,20.77585439280122,47569,21,584,20,5961,36,1
5986,28.83092946953082,136787,1,842,24,44816,48,0
33298,18.52465588820209,110485,15,573,26,5155,12,0
2481,22.881677062731107,197058,39,310,57,33081,48,1
4731,18.918307693980445,122555,5,346,52,232,36,0
17835,26.36851546479947,160377,12,814,43,9221,24,0
28798,28.239577364939223,52646,32,737,22,44566,36,0
27113,9.605497482408982,96126,18,726,30,24233,60,1
20477,15.921500913928165,137922,14,731,62,2711,48,0
18266,14.809552523318033,60430,32,429,47,12531,48,0
21792,15.130378082481966,142238,9,321,57,10480,24,0
21452,8.138104530696896,88659,0,688,67,40708,24,0
44526,25.340393149517983,135341,11,434,56,12191,12,1
42334,5.894156075373381,24158,28,831,27,2122,36,0
12889,18.205665193178923,94236,16,519,59,3779,60,1
25335,21.54695970111728,96067,3,632,40,5654,12,0
12254,10.18673595147193,178810,28,429,28,45142,36,1
22074,27.64625480246989,29879,6,331,29,11169,24,1
12442,25.963730175619826,156615,12,724,30,1172,60,0
47289,16.777093237098132,132284,4,597,57,7317,24,1
38327,15.278723308503467,198996,5,803,66,159,24,1
17199,10.914198130277502,193420,33,656,63,2129,48,1
8291,23.24983061612409,104117,6,754,66,19462,36,1
41928,8.293594990799104,187751,27,700,68,18613,12,0
1112,22.005943846094578,63888,9,754,33,2917,48,0
22515,26.06142465296034,50276,3,333,26,19397,36,1
20581,10.711789397925592,24799,2,547,69,26125,36,0
49692,26.660685072468905,132529,24,341,27,45533,36,0
27500,5.833079985987712,144713,22,422,46,6326,60,0
33026,27.819684634663133,110141,26,326,26,34347,48,1
17523,7.959055696282451,135013,13,761,50,47277,12,0
2424,21.143979448450814,187606,37,446,41,14349,48,0
20552,11.252061722848545,51668,31,795,52,34728,24,1
11808,25.913809779240346,155183,22,785,28,30792,36,0
39811,17.807509022886663,175758,39,759,56,7902,24,0
7989,8.381029781162534,92392,36,427,67,14033,48,0
24620,19.27478928314946,36490,2,675,30,36612,12,0
40029,15.197065254924578,186266,34,382,40,37465,24,1
1887,21.53619541532753,165569,12,834,42,35158,24,0
32802,27.04758211908649,137219,33,822,67,34187,60,0
20488,15.234728279585461,64104,23,402,33,3917,48,0
31013,12.247016988346491,25316,0,818,65,28411,24,0
17402,5.36287736319022,58130,11,661,38,14206,48,0
22205,19.37097594649687,127294,7,555,27,12620,12,0
27049,15.056869185785839,49954,18,546,58,11822,24,0
13253,14.366230475370719,133437,8,491,57,37710,12,0
19990,9.573383032105312,172724,27,834,36,8354,24,0
8846,15.751383629781857,165250,13,613,52,24691,36,0
26027,29.611048839584207,165823,26,575,45,23954,60,1
40200,12.443853841806108,154116,17,672,58,5198,60,0
47220,19.992610335202507,83165,5,743,19,26046,60,1
47163,24.412172032891668,162552,32,494,68,22386,12,1
4765,23.728945579413292,194946,36,557,47,11271,48,0
16950,13.219357187314769,86775,24,659,57,21526,60,0
46270,20.27150208792126,157638,12,847,67,43798,24,1
10741,26.78161713175393,105311,22,407,57,49694,24,1
23742,5.386185693326949,73149,35,323,22,25257,36,1
25703,15.89335892108269,154078,32,764,55,8860,12,0
39709,10.606835456047632,92561,20,321,59,26645,24,1
38623,14.715807259970974,170495,33,801,32,24189,24,1
23931,15.399740199381041,110710,35,800,53,15762,36,1
24580,23.666774119665924,112199,16,706,20,968,36,1
16166,7.345546809886079,185024,9,629,41,5800,48,1
30240,17.814597578312764,47326,22,585,58,24229,48,0
26991,19.104869794968632,137272,1,446,65,31049,48,1
39556,17.35394008879511,51139,34,683,65,29717,24,1
33969,23.296831326568004,93638,13,310,64,21767,36,0
11561,14.594781397671184,92652,1,575,58,7470,12,0
17901,28.624176591001902,32937,18,602,66,4819,48,0
41505,17.045086063473533,50161,15,503,29,36003,60,0
31020,19.28034774036994,155455,24,644,25,21639,24,0
26917,25.638270583668735,105856,0,565,31,49403,12,1
2988,11.880902648278061,90043,1,321,35,4300,24,1
49209,6.880050719070061,165807,26,835,61,46935,48,0
45505,22.69459945906206,79919,1,395,63,48429,24,0
15256,17.075296388709468,102055,29,744,37,23793,48,0
23192,27.41260627397487,105455,9,562,40,11071,24,1
29230,29.567001218060852,188694,18,682,22,3998,48,1
40930,14.97773376436823,58135,15,849,18,41750,36,1
46833,15.385975406491522,186730,12,691,62,5180,36,0
23625,15.19906505514316,104677,7,839,63,12752,36,0
33088,13.113852743273153,49696,30,391,19,30513,36,1
15114,24.542177444159936,154845,24,458,33,38189,36,0
42167,23.97489406226819,44956,38,527,22,17879,60,1
39401,16.96612176376312,35819,20,772,39,24362,24,1
6755,6.116530409472469,21528,37,671,18,46686,36,1
11825,12.738982537826836,147781,28,675,29,14316,60,0
23693,12.307576163870937,106491,5,336,36,27644,60,1
5117,25.27718115500646,64588,17,336,39,10899,24,1
25729,7.189389335404368,119152,34,400,59,45967,24,1
33182,25.141884476067602,147872,26,842,61,24525,48,1
29890,21.729591304978577,171583,4,489,68,5378,48,1
30340,23.31103647826123,30119,6,811,65,48669,36,0
2518,15.805329689625587,95893,9,389,34,2577,12,0
31949,21.993144900043955,36167,9,305,30,21690,48,0
23547,20.225723617672898,130782,27,438,56,40901,12,0
17346,24.224504880715738,150775,35,394,45,34003,48,1
3600,16.1692458617063,54889,9,685,20,15641,60,1
47005,16.82064062240756,65678,34,422,22,3659,60,1
30267,21.089405568495504,80262,34,584,53,11847,60,0
37322,7.701937341659708,155753,36,665,32,21752,12,0
27990,15.906111209107932,100291,19,789,34,16440,36,0
17193,29.29877113149514,86008,12,624,61,10084,48,0
31109,5.93880800150114,164762,10,706,63,7472,48,1
20233,12.900118071659845,45912,18,818,46,18953,12,0
49021,12.852745477234269,26473,27,376,21,20464,60,1
17194,20.836602980894316,192370,37,533,49,48364,36,0
35510,7.645008985603497,169741,3,783,66,22761,48,0
2306,20.713600771971528,119500,36,763,60,18332,36,0
4849,7.376006016290486,172015,18,570,55,16606,36,0
13360,7.373841185458275,58785,36,766,21,42599,24,1
46536,23.204583929712058,120956,13,768,30,28998,36,0
30231,13.103379345819908,139006,30,846,37,37985,24,1
46800,29.435573692843697,30832,27,569,64,13537,12,1
37963,5.933823410888873,156457,35,677,35,42717,60,1
19689,16.12766659294985,165780,37,476,66,9027,24,0
30084,7.828398441850591,174510,18,573,68,2536,36,1
41387,13.784474168952716,102747,0,326,59,2525,60,0
10280,29.955561265226265,100107,22,359,54,9176,36,1
3642,27.221062793463293,85428,27,516,29,17741,36,0
43137,6.208110221384922,106843,3,569,42,4887,24,0
15296,19.081396095642084,31002,17,415,47,24106,12,1
16438,21.19555762061089,187225,38,544,32,14847,36,0
49442,10.238365598753141,173512,24,384,53,11252,24,0
38525,8.627639334911256,87501,17,749,25,4477,36,0
3994,27.609528366638084,52556,5,835,45,17755,60,0
48994,29.220411037084418,87963,18,388,69,19608,12,1
35039,29.797321432991044,26563,11,848,39,16095,36,0
2813,24.744044343365864,25840,24,806,66,6104,12,0
28491,21.587551735131427,35154,34,707,55,33910,12,0
19845,13.643256304824948,44194,0,570,33,20693,60,1
42243,9.284957808118811,197933,4,823,22,29403,60,0
38164,6.9745149841557925,173520,0,793,63,12726,48,1
43051,22.3324367137873,43528,7,747,51,6898,12,1
14318,24.618085379483958,180474,38,842,66,17972,36,0
18200,25.6613413113745,24352,17,649,55,44945,60,1
1082,27.844125082594964,20184,8,627,28,45684,36,1
2920,26.99823909095934,161456,4,585,19,42430,12,0
41585,29.993531806452314,34319,3,334,42,44874,60,1
12683,11.101600274181282,140497,28,832,42,12682,48,1
12336,24.082690380305266,171521,0,787,18,4342,12,1
16596,19.66148780936994,76333,29,786,48,48008,36,1
3093,11.53112831133956,61205,0,444,22,3362,48,0
13905,29.54763305717357,30426,2,823,57,14583,12,1
25351,27.447452619356305,27504,21,445,21,34404,60,1
31981,8.21289171110291,136775,7,802,68,47702,12,0
9367,5.653958558085496,53368,17,826,22,11104,24,1
6285,22.208269058316922,123841,24,571,22,26048,36,1
44664,20.10326572141338,136744,19,833,33,47876,60,0
38705,28.395390602778647,28724,30,394,35,17628,60,1
17753,10.850132179009247,156156,29,746,60,11929,24,0
19485,7.109698697374676,185882,15,714,34,26674,48,0
13977,11.48038334429966,102297,1,556,52,43557,60,0
20874,5.473191012786586,145099,16,561,35,13268,48,0
8674,5.89731877972331,98872,9,386,21,21690,48,1
30038,27.87144514801899,171944,6,735,68,30220,48,0
30315,13.800414562546957,90333,8,407,48,10704,12,1
4676,15.270225025242016,22596,16,318,48,4514,24,0
3426,5.459291363452611,37167,8,664,26,47190,36,0
25473,11.763044504296165,107844,8,678,48,24834,24,0
3962,25.118149593535776,109751,36,459,22,48308,60,0
30943,20.387273991667982,149817,23,399,53,18742,24,1
1859,23.844515027160384,100520,38,564,33,30892,36,1
45816,16.180343519844627,78326,10,348,59,27987,12,1
5138,12.74323054378325,97670,7,714,58,38383,60,0
36192,17.070252333209258,161854,24,358,33,14840,12,1
26640,13.076776710143779,193074,1,482,37,35144,60,0
11409,25.9742774168517,44022,9,746,47,24771,36,1
5017,12.441842889821142,104458,23,600,43,28733,12,1
11451,21.494091011327093,165690,15,653,66,19480,36,0
29327,8.424555557738195,168317,18,512,48,20019,36,0
11278,22.17166234337275,103796,30,488,67,16945,24,0
25944,27.832492790000845,161099,10,646,32,11641,60,1
44764,20.21457886599771,165058,5,436,69,15232,48,1
2134,18.99638450086193,130704,5,329,58,44326,48,1
31131,29.027956700541004,154598,31,445,55,11315,12,0
38887,20.68491388289616,64361,38,767,55,43851,36,1
39462,11.488760831827065,58286,12,802,60,24615,24,0
23520,12.30977559619351,49533,2,490,37,23255,60,1
22869,22.63266606339818,169388,34,770,52,30709,12,0
37932,23.385914847304658,159771,37,644,40,35272,36,1
6039,12.587405794725381,147441,16,300,61,22355,48,1
22281,13.633599448158256,117079,2,409,64,25363,48,0
48399,29.776412718477175,120960,33,363,56,10068,60,1
11442,7.548813739506937,78465,11,352,42,42452,60,1
9252,15.116125711002482,167745,23,561,67,42089,60,0
28586,6.561188279937687,43395,5,828,39,43223,12,0
18568,25.526959049956027,124162,10,601,64,45832,60,0
21810,7.308645973635806,150704,26,533,25,6822,12,0
2551,21.85018391156778,174779,23,372,26,20893,24,0
13625,6.412085600087051,95937,17,656,32,12497,36,0
35397,21.821375945242277,149647,26,783,65,31801,48,1
27249,26.07592367319258,140650,20,305,37,14251,12,1
2361,14.970538173101435,150744,33,436,52,22570,36,1
27149,18.053162335804423,111512,32,703,54,43145,60,1
5370,15.038543450132062,159830,17,505,20,19944,48,0
6283,12.512218965815972,87009,2,709,51,5679,12,0
8610,25.081585015678204,164353,23,335,51,39380,60,0
44326,11.800064343274741,52548,0,529,53,21205,36,1
15924,23.073585609736178,38371,5,526,52,16272,24,1
48607,10.154926981380056,125977,18,561,26,1412,36,0
45717,11.246344901958238,170716,21,430,47,2249,12,0
11626,13.411529064430306,174946,7,747,43,2239,24,0
35761,19.728909434844706,34281,4,485,29,40641,24,1
1869,16.360557978988528,173361,8,485,41,12614,60,0
32552,23.628620245695508,156126,20,573,58,23277,36,1
2014,10.339182508404807,120020,27,651,36,8835,12,0
11103,5.266807196220853,127508,3,712,61,29028,24,1
17986,24.4139367946305,86846,23,450,33,14803,60,1
45781,25.54123334700181,114682,7,683,43,12795,24,1
31471,6.487004077709739,49312,16,335,40,47209,36,1
34458,20.27268805395991,134186,33,625,50,15653,48,0
26069,14.455169596826948,24257,19,764,59,37953,12,0
17873,24.84739137986292,166918,15,765,47,20674,48,1
24248,26.860363854911963,173555,9,394,40,46267,36,1
24624,26.275094169931226,46558,33,433,27,20526,48,0
44516,24.430106183771304,63188,9,461,53,42345,36,1
30061,11.726305718554073,164084,29,599,48,39920,36,1
25170,25.29724108920792,53236,29,655,60,32614,60,1
9024,18.336961897657318,65076,24,539,39,18968,48,0
17678,6.31891537080227,68402,6,466,60,17985,24,0
39256,16.423471247456224,114467,19,439,60,46566,36,1
21411,28.55394792574983,183148,16,438,55,17191,48,1
44803,27.196483743388818,100337,2,534,64,43619,24,0
20296,7.556607024927901,135827,39,302,19,41074,12,1
27293,23.603167142859256,94264,35,555,40,45686,24,1
28172,25.14482164895587,37335,25,670,52,31908,48,0
22128,11.78470470591912,63773,9,577,54,45252,48,0
19257,16.790214268527308,48570,33,815,49,29072,24,0
13855,22.774698536592073,107995,13,511,60,12093,24,0
20642,15.976037220528697,60658,7,515,29,8165,36,0
36585,7.819922971664424,140640,26,569,52,47852,48,1
21025,22.647061117043037,92613,9,775,58,43688,36,0
5458,27.79096724338259,78194,14,827,20,47095,36,1
6307,21.31211821015394,131872,36,363,51,20555,12,0
42701,24.345018714225848,185031,21,759,55,26025,48,1
19425,13.959063391445712,196660,30,315,41,12574,36,1
44427,9.579956128165872,191605,1,318,55,34336,12,1
29273,21.069341540457312,128558,30,624,34,25898,36,0
39506,13.194280146030472,88582,13,392,57,25436,36,1
6668,26.50183797474482,195590,9,316,18,49893,48,0
26934,8.065701249450164,163775,29,787,25,42690,24,0
48195,15.836592493328093,69456,35,393,32,22821,24,0
8697,14.918190011709646,75491,39,309,67,4904,48,1
25417,28.451346338848243,28043,14,827,62,35701,24,1
17446,8.828370015110096,123212,13,788,42,28094,60,1
41597,5.246170625300274,88340,30,443,25,4509,24,0
11751,10.95213032017794,161248,28,814,69,4526,36,0
47218,25.506921494216364,155008,26,769,49,38677,36,0
8352,10.233045401175426,51174,20,676,67,35935,12,1
14516,11.021951592637068,102632,8,793,30,10110,48,0
24299,8.24747011342027,108768,19,783,63,34108,12,0
32957,22.88590508191351,145775,34,751,32,1514,36,0
29927,6.729354762635429,128177,14,835,23,17795,36,1
42094,13.280207558213041,45909,23,374,50,27612,12,0
37412,12.062468165524113,64158,15,339,24,40492,60,1
30493,18.87899324475387,159438,35,601,50,4167,24,0
27711,23.26040662549339,144296,10,361,64,17406,60,1
9003,18.321910867418687,79331,7,802,46,29203,60,0
32707,28.27564982437669,179914,2,544,55,43246,60,0
4278,28.786065972183298,168530,18,317,54,29248,60,0
8296,14.036633212462885,107367,2,697,61,44731,24,1
26398,24.44200940687232,85382,35,488,49,9304,48,0
36842,23.47003458170474,94319,24,403,20,4808,12,1
14261,27.324114792620684,31170,35,643,37,28455,60,0
12173,16.198591005192583,139952,10,670,31,8833,60,0
31449,18.261829679944807,100145,15,332,45,31897,12,1
42080,15.394357839539351,125626,16,673,55,39501,12,0
2637,26.25942298249264,196014,23,477,21,10429,48,0
32781,10.742557884053358,36208,16,311,32,4907,36,0
14652,10.992726956061118,186250,19,755,34,11678,48,0
6103,14.315127589426995,160111,21,548,54,3225,36,1
26500,10.75857080255878,34990,5,747,41,1014,24,1
35800,19.02517091037302,157513,6,303,55,6768,48,1
36529,8.362252662387558,149327,13,535,59,38226,24,1
48963,13.004655485101383,99314,10,472,58,2021,12,1
19452,27.83611746188975,197031,11,621,53,43896,48,1
32174,15.230637004794898,46862,4,670,58,35874,12,1
36436,23.70584291233773,178345,4,847,25,41743,60,1
48406,7.83655479266435,113949,19,595,20,8862,12,1
16954,11.189112703544616,193572,14,699,47,43729,60,0
18186,25.183640530009214,150223,25,357,39,43533,36,1
13356,24.074823407242352,23956,32,829,69,2584,60,0
33963,14.653897964845529,108789,29,847,50,4942,36,0
3187,28.859922550836856,109451,23,707,42,34045,60,1
12707,27.766075395863634,137782,22,812,69,35811,60,1
36098,29.057518727805995,22365,8,363,47,7370,24,1
27935,15.697867254694634,92204,2,719,54,44132,24,1
22225,9.936839592142075,156072,35,445,20,13672,12,0
4606,20.666465977283526,77072,6,571,21,8369,24,0
33828,22.119328956979963,72499,21,316,46,8467,36,1
27489,8.136044611263,89211,13,397,49,26935,24,1
